login,total_mr,accepted_mr,rejected_mr,acceptance_rate,group
s123104,2,2.0,0.0,100.0,Agent
Paperlinksoftwares,1,1.0,0.0,100.0,Agent
Dust9224,3,3.0,0.0,100.0,Agent
StanleyHogan24,1,1.0,0.0,100.0,Agent
Shahrukh95,3,1.0,2.0,33.33,Agent
Passler-Marlo,1,1.0,0.0,100.0,Agent
sergei-kolos,1,0.0,1.0,0.0,Agent
marianocarrazana,1,0.0,1.0,0.0,Agent
HuseyinSoylu,1,1.0,0.0,100.0,Agent
kkhanipov,1,1.0,0.0,100.0,Agent
holdenmatt,1,1.0,0.0,100.0,Agent
GLLengyue,3,3.0,0.0,100.0,Agent
santiago-paz,1,1.0,0.0,100.0,Agent
rohith50,1,1.0,0.0,100.0,Agent
gkirkpatrick,4,4.0,0.0,100.0,Agent
matthewjablack,1,0.0,1.0,0.0,Agent
nomellini,4,4.0,0.0,100.0,Agent
QuentinLeroy17,3,3.0,0.0,100.0,Agent
richys-co,1,0.0,1.0,0.0,Agent
AWT-CCreech,2,1.0,1.0,50.0,Agent
ixtlanets,1,1.0,0.0,100.0,Agent
Q-Scroler,1,1.0,0.0,100.0,Agent
JosePedroSilva,1,0.0,1.0,0.0,Agent
Advan7Sapo,1,1.0,0.0,100.0,Agent
ivangithubed,2,2.0,0.0,100.0,Agent
spidaparthi,1,1.0,0.0,100.0,Agent
Gabriel-Liz2003,1,1.0,0.0,100.0,Agent
tahirrabbani,1,1.0,0.0,100.0,Agent
AvocadoHead,1,1.0,0.0,100.0,Agent
himym1,1,1.0,0.0,100.0,Agent
pagas,1,0.0,1.0,0.0,Agent
JavaMetalCoder,1,1.0,0.0,100.0,Agent
odiomarcelino,1,1.0,0.0,100.0,Agent
brown3218,2,2.0,0.0,100.0,Agent
stirante,2,2.0,0.0,100.0,Agent
dchicale,3,3.0,0.0,100.0,Agent
d3m0nz,1,1.0,0.0,100.0,Agent
Renan-Pontes,1,1.0,0.0,100.0,Agent
DingbatDelerium,2,2.0,0.0,100.0,Agent
BehabPatnaik,1,1.0,0.0,100.0,Agent
SF-Prog,1,0.0,1.0,0.0,Agent
CVasquezroque,1,1.0,0.0,100.0,Agent
alekcz,1,0.0,1.0,0.0,Agent
Gabsn1,3,2.0,1.0,66.67,Agent
millfreedom,2,2.0,0.0,100.0,Agent
cheapl,1,1.0,0.0,100.0,Agent
SlawomirWisniewski73,1,0.0,1.0,0.0,Agent
bagrad007,1,1.0,0.0,100.0,Agent
HiLleywyn,5,5.0,0.0,100.0,Agent
calebevieira,1,1.0,0.0,100.0,Agent
0xnuminous,3,3.0,0.0,100.0,Agent
harmonyjs,1,1.0,0.0,100.0,Agent
vickybol7,1,1.0,0.0,100.0,Agent
robban13,5,5.0,0.0,100.0,Agent
SrinathAetukuri,1,1.0,0.0,100.0,Agent
tangvietnamhaitenvn,1,1.0,0.0,100.0,Agent
gixxerdiva,3,2.0,1.0,66.67,Agent
jfcopete,1,1.0,0.0,100.0,Agent
MizunoRyotaro,1,1.0,0.0,100.0,Agent
aitanoffir,2,2.0,0.0,100.0,Agent
willynikes2,2,2.0,0.0,100.0,Agent
FIRAT44,1,1.0,0.0,100.0,Agent
ZDPLI,3,3.0,0.0,100.0,Agent
lucasaugustsof,1,0.0,1.0,0.0,Agent
Sanso95,4,4.0,0.0,100.0,Agent
whisper0402,2,2.0,0.0,100.0,Agent
x86taka,1,1.0,0.0,100.0,Agent
devoidoflight,3,2.0,1.0,66.67,Agent
ChrisDyj,1,1.0,0.0,100.0,Agent
kemalarsan,1,1.0,0.0,100.0,Agent
jrthib,1,1.0,0.0,100.0,Agent
sibaritos,1,1.0,0.0,100.0,Agent
alvin66git,1,0.0,1.0,0.0,Agent
J-Sym,1,1.0,0.0,100.0,Agent
benjaminlu34,3,3.0,0.0,100.0,Agent
SviatoslavBeiar,1,1.0,0.0,100.0,Agent
TerryMay,1,1.0,0.0,100.0,Agent
todie,1,1.0,0.0,100.0,Agent
NeoVand,1,1.0,0.0,100.0,Agent
Hboahen42,2,2.0,0.0,100.0,Agent
stunwin,1,1.0,0.0,100.0,Agent
richardbushnell,1,1.0,0.0,100.0,Agent
fciannella,1,1.0,0.0,100.0,Agent
mvergaral,1,1.0,0.0,100.0,Agent
jonjward314,1,1.0,0.0,100.0,Agent
gcaceres17,1,1.0,0.0,100.0,Agent
sparkseneca,1,1.0,0.0,100.0,Agent
RudolfWeeber,1,1.0,0.0,100.0,Agent
diegolagreca,1,1.0,0.0,100.0,Agent
thelightbringer,1,1.0,0.0,100.0,Agent
Gaurang-Manjrekar,1,1.0,0.0,100.0,Agent
DanielEstradaMallea,1,1.0,0.0,100.0,Agent
RoeeJ,1,1.0,0.0,100.0,Agent
Fleekshot,2,0.0,2.0,0.0,Agent
kdairatchi,1,1.0,0.0,100.0,Agent
joshstrupp-dot-com,1,0.0,1.0,0.0,Agent
Git-krishn,1,1.0,0.0,100.0,Agent
2ndliferich,1,1.0,0.0,100.0,Agent
jgmelo,1,1.0,0.0,100.0,Agent
My42,3,3.0,0.0,100.0,Agent
ooralas,1,0.0,1.0,0.0,Agent
wassemgtk,2,2.0,0.0,100.0,Agent
frankliuao,1,1.0,0.0,100.0,Agent
garywangyu,3,3.0,0.0,100.0,Agent
hema919,1,1.0,0.0,100.0,Agent
tripathisaurabh,1,1.0,0.0,100.0,Agent
bricebdht,3,3.0,0.0,100.0,Agent
Digi-creator25,1,1.0,0.0,100.0,Agent
govind510,1,1.0,0.0,100.0,Agent
pront,1,0.0,1.0,0.0,Agent
chatgpt-riverhouse,1,1.0,0.0,100.0,Agent
KovalovD,1,1.0,0.0,100.0,Agent
Kesha123,1,1.0,0.0,100.0,Agent
eldomagan,2,1.0,1.0,50.0,Agent
plgonzalezrx8,1,1.0,0.0,100.0,Agent
jeffabailey,1,1.0,0.0,100.0,Agent
mayankdixit46,2,2.0,0.0,100.0,Agent
ichie-benjamin,2,2.0,0.0,100.0,Agent
ivantodorovich,1,0.0,1.0,0.0,Agent
amin-ta,3,3.0,0.0,100.0,Agent
mpulido887,1,1.0,0.0,100.0,Agent
LXrdKnowkill,1,1.0,0.0,100.0,Agent
DenverN3,1,1.0,0.0,100.0,Agent
RobertOltean314,1,1.0,0.0,100.0,Agent
jaredalexander,2,2.0,0.0,100.0,Agent
yuya-kobayashi1023,3,3.0,0.0,100.0,Agent
eyannick,1,1.0,0.0,100.0,Agent
denizlyrhinestone,1,1.0,0.0,100.0,Agent
nikhil-pagote,1,1.0,0.0,100.0,Agent
mcmanusef,1,1.0,0.0,100.0,Agent
omar-el-mountassir,2,2.0,0.0,100.0,Agent
idaltu-1,15,15.0,0.0,100.0,Agent
ALIASGAR-07,1,0.0,1.0,0.0,Agent
bean980310,1,1.0,0.0,100.0,Agent
arsh14jain,1,1.0,0.0,100.0,Agent
Kaioher,1,1.0,0.0,100.0,Agent
ajramos,1,1.0,0.0,100.0,Agent
GitEduarSanchez,1,0.0,1.0,0.0,Agent
KonstantinosPapaandrea,1,1.0,0.0,100.0,Agent
Kashif-Anwar0,1,1.0,0.0,100.0,Agent
saadjatt,1,1.0,0.0,100.0,Agent
ishikawa-pro,1,1.0,0.0,100.0,Agent
Life4five,1,1.0,0.0,100.0,Agent
agustinSC2034,1,1.0,0.0,100.0,Agent
EvanMathiasen,1,1.0,0.0,100.0,Agent
kobbs,1,1.0,0.0,100.0,Agent
gwendalbecel,1,1.0,0.0,100.0,Agent
keepprogress,1,1.0,0.0,100.0,Agent
jessejones1031,1,1.0,0.0,100.0,Agent
dandusandeep,1,1.0,0.0,100.0,Agent
subo-9439,2,2.0,0.0,100.0,Agent
ijmeisner,2,2.0,0.0,100.0,Agent
thangquoctran,1,1.0,0.0,100.0,Agent
ryanjball,1,1.0,0.0,100.0,Agent
36bit,1,1.0,0.0,100.0,Agent
coeyn,1,1.0,0.0,100.0,Agent
isbsh,1,0.0,1.0,0.0,Agent
Ca3de,1,1.0,0.0,100.0,Agent
Meetai015,2,2.0,0.0,100.0,Agent
Michalidess12,1,1.0,0.0,100.0,Agent
AvshiSha,1,0.0,1.0,0.0,Agent
mihh3,2,2.0,0.0,100.0,Agent
ElizabethEguakun,1,1.0,0.0,100.0,Agent
ttiagof,1,1.0,0.0,100.0,Agent
Mustafaygtbs,1,1.0,0.0,100.0,Agent
palheiro1,1,1.0,0.0,100.0,Agent
hyeonwoo-Seol,2,2.0,0.0,100.0,Agent
rolgor,2,2.0,0.0,100.0,Agent
chris-724,1,1.0,0.0,100.0,Agent
Siddhesh2377,1,1.0,0.0,100.0,Agent
ashharf,1,1.0,0.0,100.0,Agent
kiriko-rs,1,1.0,0.0,100.0,Agent
Bamboo11517,1,1.0,0.0,100.0,Agent
kamuixmod,1,0.0,1.0,0.0,Agent
excessus1,1,1.0,0.0,100.0,Agent
SatoRihwa,1,1.0,0.0,100.0,Agent
ananyateklu,1,1.0,0.0,100.0,Agent
Wassax7,1,1.0,0.0,100.0,Agent
galinaiv75,1,1.0,0.0,100.0,Agent
AskmethatFR,1,0.0,1.0,0.0,Agent
richardChenzhihui,4,4.0,0.0,100.0,Agent
liyi2170123,1,1.0,0.0,100.0,Agent
sachinsinghhere,4,4.0,0.0,100.0,Agent
rezailmi,4,4.0,0.0,100.0,Agent
olair,2,2.0,0.0,100.0,Agent
maxandersen,1,0.0,1.0,0.0,Agent
pmanko,5,4.0,1.0,80.0,Agent
kmac08,1,1.0,0.0,100.0,Agent
xenvoid404,2,2.0,0.0,100.0,Agent
comsince,4,4.0,0.0,100.0,Agent
benbenlijie,7,7.0,0.0,100.0,Agent
LiamClarke-dev,21,19.0,2.0,90.48,Agent
milawidyalestari,17,17.0,0.0,100.0,Agent
RiadHasan15,31,30.0,1.0,96.77,Agent
aparry3,3,2.0,1.0,66.67,Agent
HuertCode,1,1.0,0.0,100.0,Agent
u1-mas,1,1.0,0.0,100.0,Agent
TrebleKlefy,5,5.0,0.0,100.0,Agent
ESSSoWhat,48,47.0,1.0,97.92,Agent
Blanik123,1,1.0,0.0,100.0,Agent
sharadpatel11,10,10.0,0.0,100.0,Agent
akhilesh-minfy,1,0.0,1.0,0.0,Agent
PANZERBERO,3,3.0,0.0,100.0,Agent
juyterman1000,1,1.0,0.0,100.0,Agent
Hambbuk,1,1.0,0.0,100.0,Agent
Madhukunchalaa,1,1.0,0.0,100.0,Agent
v1adko,1,0.0,1.0,0.0,Agent
HERESHIVAMGAUR,3,2.0,1.0,66.67,Agent
Binidu01,2,2.0,0.0,100.0,Agent
anhtdang92,2,2.0,0.0,100.0,Agent
Aristine-ig,5,4.0,1.0,80.0,Agent
YunaiV,2,0.0,2.0,0.0,Agent
sunyushuang,1,1.0,0.0,100.0,Agent
Speshcode,2,2.0,0.0,100.0,Agent
track-n10,4,4.0,0.0,100.0,Agent
yaozhifeng,2,2.0,0.0,100.0,Agent
szymon-polaczy,5,5.0,0.0,100.0,Agent
Raido-Star,2,2.0,0.0,100.0,Agent
gsv169,7,5.0,2.0,71.43,Agent
2001Y,4,4.0,0.0,100.0,Agent
shayan-ys,1,1.0,0.0,100.0,Agent
milkymind,3,0.0,3.0,0.0,Agent
peteallen,6,6.0,0.0,100.0,Agent
Adefful,1,1.0,0.0,100.0,Agent
JoshFerge,3,1.0,2.0,33.33,Agent
sabilyasseen,1,1.0,0.0,100.0,Agent
netstartjp,1,1.0,0.0,100.0,Agent
TLantern,1,1.0,0.0,100.0,Agent
alexbarker234,1,1.0,0.0,100.0,Agent
Sandeepgaddam5432,2,2.0,0.0,100.0,Agent
Chuchuyan81,12,12.0,0.0,100.0,Agent
deadexotic,1,1.0,0.0,100.0,Agent
Mihirp17,2,2.0,0.0,100.0,Agent
Yaashwaant,2,2.0,0.0,100.0,Agent
S0vers,1,0.0,1.0,0.0,Agent
Elmehdi-web-school,1,1.0,0.0,100.0,Agent
Shreya642005,1,0.0,1.0,0.0,Agent
hypecroon,2,2.0,0.0,100.0,Agent
shihao-guo,1,0.0,1.0,0.0,Agent
Jaynatt01,1,1.0,0.0,100.0,Agent
Navdeepannu,1,1.0,0.0,100.0,Agent
swagner2,1,1.0,0.0,100.0,Agent
azapg,1,1.0,0.0,100.0,Agent
gmviana11,2,2.0,0.0,100.0,Agent
alibukharai,8,8.0,0.0,100.0,Agent
knoticoo,1,1.0,0.0,100.0,Agent
MianSaadTahir,1,1.0,0.0,100.0,Agent
Makairamei,6,3.0,3.0,50.0,Agent
ptfpinho23,1,1.0,0.0,100.0,Agent
fredrikburmester,1,1.0,0.0,100.0,Agent
philkuz,1,1.0,0.0,100.0,Agent
na2kera,1,1.0,0.0,100.0,Agent
Shikimoriix,2,2.0,0.0,100.0,Agent
saszer,2,2.0,0.0,100.0,Agent
quantumultxx,1,1.0,0.0,100.0,Agent
shuence,1,1.0,0.0,100.0,Agent
codingJang,1,1.0,0.0,100.0,Agent
MoltaExlips,1,1.0,0.0,100.0,Agent
cardotrejos,3,3.0,0.0,100.0,Agent
EvgeniiDev,2,2.0,0.0,100.0,Agent
okelloopio,1,1.0,0.0,100.0,Agent
webzma,1,1.0,0.0,100.0,Agent
XiDaQiuBa,1,0.0,1.0,0.0,Agent
CassianFlorin,1,1.0,0.0,100.0,Agent
kowshik-reddy-18,1,1.0,0.0,100.0,Agent
WaldemarEnns,1,0.0,1.0,0.0,Agent
JaiAdith,1,1.0,0.0,100.0,Agent
anujkum25,1,1.0,0.0,100.0,Agent
hienhng,1,1.0,0.0,100.0,Agent
bless-stanford,1,0.0,1.0,0.0,Agent
aba68-Dev,1,1.0,0.0,100.0,Agent
JasperCreationss,1,1.0,0.0,100.0,Agent
AITOOLSFREE,1,1.0,0.0,100.0,Agent
freestylefly,1,1.0,0.0,100.0,Agent
safitzgerald7,1,1.0,0.0,100.0,Agent
frontendnocelular,3,3.0,0.0,100.0,Agent
DemonHashira,1,1.0,0.0,100.0,Agent
hannasage,1,1.0,0.0,100.0,Agent
Mkrathore11,1,1.0,0.0,100.0,Agent
TXAVL,1,1.0,0.0,100.0,Agent
cwc1987,1,1.0,0.0,100.0,Agent
lpi-code,1,1.0,0.0,100.0,Agent
imbijou,1,1.0,0.0,100.0,Agent
XT-hope,1,1.0,0.0,100.0,Agent
okwasniewski,1,1.0,0.0,100.0,Agent
yairfalse,13,11.0,2.0,84.62,Agent
timothyfroehlich,3,3.0,0.0,100.0,Agent
cm-kojimat,1,1.0,0.0,100.0,Agent
carloseberhardt,2,2.0,0.0,100.0,Agent
ESRogs,1,1.0,0.0,100.0,Agent
tbowman01,19,18.0,1.0,94.74,Agent
bossjones,2,2.0,0.0,100.0,Agent
dai-motoki,1,1.0,0.0,100.0,Agent
naok1207,1,1.0,0.0,100.0,Agent
KristofferC,4,3.0,1.0,75.0,Agent
jnewton03,1,1.0,0.0,100.0,Agent
danyalprout,1,1.0,0.0,100.0,Agent
Shiou-Ju,2,2.0,0.0,100.0,Agent
seabbs,5,4.0,1.0,80.0,Agent
hfoley2013,2,2.0,0.0,100.0,Agent
asklokesh,1,1.0,0.0,100.0,Agent
robertknight,1,1.0,0.0,100.0,Agent
chrisguidry,2,2.0,0.0,100.0,Agent
haeti-dev,1,1.0,0.0,100.0,Agent
Jianxun,1,1.0,0.0,100.0,Agent
koonweee,1,1.0,0.0,100.0,Agent
wlgns5376,1,0.0,1.0,0.0,Agent
mupastir,1,1.0,0.0,100.0,Agent
idvorkin,8,5.0,3.0,62.5,Agent
peterdeme,1,1.0,0.0,100.0,Agent
CodySwannGT,2,2.0,0.0,100.0,Agent
muhamed1222,85,85.0,0.0,100.0,Agent
ngrataloup492,5,5.0,0.0,100.0,Agent
asankov,2,0.0,2.0,0.0,Agent
wapco-ai,207,199.0,8.0,96.14,Agent
redog,36,35.0,1.0,97.22,Agent
Publilab,182,182.0,0.0,100.0,Agent
ashishkumar1ninenine5,18,18.0,0.0,100.0,Agent
ajayrakde,160,156.0,4.0,97.5,Agent
Repelstelertje,333,332.0,1.0,99.7,Agent
futuroptimist,576,484.0,92.0,84.03,Agent
lisu188,138,124.0,14.0,89.86,Agent
bleonheart,1212,1186.0,26.0,97.85,Agent
Brett777,2,2.0,0.0,100.0,Agent
yapweijun1996,296,296.0,0.0,100.0,Agent
viiiviii538,295,290.0,5.0,98.31,Agent
LoganPinney,29,24.0,5.0,82.76,Agent
Tofik-San,29,29.0,0.0,100.0,Agent
Pedroesc19,16,16.0,0.0,100.0,Agent
GigioSki,14,14.0,0.0,100.0,Agent
gh9869827,61,61.0,0.0,100.0,Agent
fmonfasani,376,375.0,1.0,99.73,Agent
imattau,161,157.0,4.0,97.52,Agent
bduble,215,215.0,0.0,100.0,Agent
lershaid,1,1.0,0.0,100.0,Agent
bararchy,371,362.0,9.0,97.57,Agent
maruyamamasaya,507,505.0,2.0,99.61,Agent
illerrobb,51,50.0,1.0,98.04,Agent
alienpoop03,10,5.0,5.0,50.0,Agent
Fr3doo,935,923.0,12.0,98.72,Agent
iangta10,73,73.0,0.0,100.0,Agent
natestemen,3,2.0,1.0,66.67,Agent
areysen,44,40.0,4.0,90.91,Agent
Illinariss,65,65.0,0.0,100.0,Agent
shardylife9,3,3.0,0.0,100.0,Agent
jolsso,51,49.0,2.0,96.08,Agent
qgeffard,1,1.0,0.0,100.0,Agent
JoniJuntto,22,22.0,0.0,100.0,Agent
garyhaibozhu,4,4.0,0.0,100.0,Agent
Alex-Zeo,65,49.0,16.0,75.38,Agent
tdempsey,27,27.0,0.0,100.0,Agent
veonua,38,32.0,6.0,84.21,Agent
imrishabh18,75,65.0,10.0,86.67,Agent
Thabonel,235,233.0,2.0,99.15,Agent
youngchingjui,67,58.0,9.0,86.57,Agent
morrowleap,18,15.0,3.0,83.33,Agent
trefbaltriggerbal,49,44.0,5.0,89.8,Agent
Saucytech,3,3.0,0.0,100.0,Agent
talesperes,6,6.0,0.0,100.0,Agent
uGE89,210,210.0,0.0,100.0,Agent
itsflipper,8,6.0,2.0,75.0,Agent
stephan-radev,11,11.0,0.0,100.0,Agent
Aiman-Haris,15,15.0,0.0,100.0,Agent
shrisukhani,5,5.0,0.0,100.0,Agent
eduardochico,110,109.0,1.0,99.09,Agent
liuweichaox,53,53.0,0.0,100.0,Agent
DNAlexandru,89,89.0,0.0,100.0,Agent
CAR-Alvarez,38,35.0,3.0,92.11,Agent
AliaksandrNazaruk,37,35.0,2.0,94.59,Agent
BunSkillet,57,55.0,2.0,96.49,Agent
msantos51,266,266.0,0.0,100.0,Agent
arcelino-cavalcante,84,84.0,0.0,100.0,Agent
vincentml1987,63,62.0,1.0,98.41,Agent
GreyNV,210,196.0,14.0,93.33,Agent
wilsongomes-swe,1,1.0,0.0,100.0,Agent
DennisGoldfarb,45,37.0,8.0,82.22,Agent
Niakdashit,211,211.0,0.0,100.0,Agent
SongOfTheFallen,19,17.0,2.0,89.47,Agent
tomboflight,1,1.0,0.0,100.0,Agent
Morgul,4,4.0,0.0,100.0,Agent
Flamendrin,46,42.0,4.0,91.3,Agent
alekseizarubin,3,3.0,0.0,100.0,Agent
MegoCs,8,8.0,0.0,100.0,Agent
kspringfield13,131,129.0,2.0,98.47,Agent
cnkang,8,8.0,0.0,100.0,Agent
arturbenevidess,6,6.0,0.0,100.0,Agent
vazleal,5,3.0,2.0,60.0,Agent
tiagodsilvaferreira,8,8.0,0.0,100.0,Agent
zunairkalyar,10,10.0,0.0,100.0,Agent
Tallenholm,347,325.0,22.0,93.66,Agent
miamico,42,37.0,5.0,88.1,Agent
CPADelaney,14,14.0,0.0,100.0,Agent
TheVirusNVGM,2,2.0,0.0,100.0,Agent
coconutbeaches,73,73.0,0.0,100.0,Agent
swells138,43,43.0,0.0,100.0,Agent
javieralaves,165,148.0,17.0,89.7,Agent
valentin-iordanov,6,6.0,0.0,100.0,Agent
akina5525,39,37.0,2.0,94.87,Agent
kevincorvallis,16,15.0,1.0,93.75,Agent
ErvingMiranda,94,91.0,3.0,96.81,Agent
jopetech,3,3.0,0.0,100.0,Agent
mcguenther,42,42.0,0.0,100.0,Agent
MatiasDelera,36,36.0,0.0,100.0,Agent
kwalker7631,239,207.0,32.0,86.61,Agent
jdcastro,45,45.0,0.0,100.0,Agent
pradeepsavadi,19,19.0,0.0,100.0,Agent
nishizumi-maho,38,29.0,9.0,76.32,Agent
aboldguess,469,469.0,0.0,100.0,Agent
Cristianguerrer,17,16.0,1.0,94.12,Agent
Wintyx57,16,16.0,0.0,100.0,Agent
Oomaryaser,20,20.0,0.0,100.0,Agent
zz-plant,76,75.0,1.0,98.68,Agent
Johan-Potgieter-info,2,2.0,0.0,100.0,Agent
TheCoderGit,4,4.0,0.0,100.0,Agent
Stevenl1221,41,41.0,0.0,100.0,Agent
chexo7,67,67.0,0.0,100.0,Agent
SleazLee,37,34.0,3.0,91.89,Agent
mperalty,23,23.0,0.0,100.0,Agent
S1C4R1O,24,24.0,0.0,100.0,Agent
philz,1,0.0,1.0,0.0,Agent
leyen1403,4,4.0,0.0,100.0,Agent
FaeriqRamley,10,10.0,0.0,100.0,Agent
ShaheedFazal,181,178.0,3.0,98.34,Agent
alfredoyang,16,16.0,0.0,100.0,Agent
dasali-jenario,12,12.0,0.0,100.0,Agent
pdonizete,14,14.0,0.0,100.0,Agent
chanzer0,10,6.0,4.0,60.0,Agent
cenacchi2000,43,41.0,2.0,95.35,Agent
Zemnmez,33,31.0,2.0,93.94,Agent
Morris235,1,0.0,1.0,0.0,Agent
harumarion,130,125.0,5.0,96.15,Agent
MkSliva,1,1.0,0.0,100.0,Agent
feilongfl,1,1.0,0.0,100.0,Agent
caua-carvalho,38,32.0,6.0,84.21,Agent
lin-cadez,9,9.0,0.0,100.0,Agent
Vapss,7,7.0,0.0,100.0,Agent
chuckyLeeVIII,43,40.0,3.0,93.02,Agent
keboqi,8,8.0,0.0,100.0,Agent
newwebie,4,3.0,1.0,75.0,Agent
agalup,1,1.0,0.0,100.0,Agent
LopatinaViktoria,7,7.0,0.0,100.0,Agent
ashim-gelal-citytech,4,4.0,0.0,100.0,Agent
TamerMansour-AI,75,75.0,0.0,100.0,Agent
deankiwi,3,3.0,0.0,100.0,Agent
MamatorHack,3,3.0,0.0,100.0,Agent
anumalla,2,2.0,0.0,100.0,Agent
Dewis2,3,2.0,1.0,66.67,Agent
thomcom,5,5.0,0.0,100.0,Agent
dmittov,2,2.0,0.0,100.0,Agent
mww101,26,26.0,0.0,100.0,Agent
ksh277,34,33.0,1.0,97.06,Agent
moaiandin,1,1.0,0.0,100.0,Agent
KrzysztofSuch,2,2.0,0.0,100.0,Agent
neivesten,18,17.0,1.0,94.44,Agent
jasminenoack-ai-agents,62,60.0,2.0,96.77,Agent
Bleu24,30,30.0,0.0,100.0,Agent
Resonant-Jones,1,1.0,0.0,100.0,Agent
italoalmeida0,13,11.0,2.0,84.62,Agent
Igrom4ik,8,8.0,0.0,100.0,Agent
nancho2602,7,6.0,1.0,85.71,Agent
khmilevoi,23,22.0,1.0,95.65,Agent
Dollardium,13,13.0,0.0,100.0,Agent
akapoor13,22,22.0,0.0,100.0,Agent
christianschmitz,32,32.0,0.0,100.0,Agent
bieschke,11,9.0,2.0,81.82,Agent
Rufda,11,11.0,0.0,100.0,Agent
luanmenezes0,1,0.0,1.0,0.0,Agent
BrenoXDMoon,1,0.0,1.0,0.0,Agent
AntaresGT,2,1.0,1.0,50.0,Agent
komjaur,47,47.0,0.0,100.0,Agent
atyantjain,1,1.0,0.0,100.0,Agent
WhatTheWulf,25,23.0,2.0,92.0,Agent
IgorBaio,28,25.0,3.0,89.29,Agent
mrchris2000,5,5.0,0.0,100.0,Agent
mkamrans,1,1.0,0.0,100.0,Agent
EuclidesAnchundia,14,14.0,0.0,100.0,Agent
Felandim,21,21.0,0.0,100.0,Agent
bekhzad-khamidullaev,13,13.0,0.0,100.0,Agent
NAWA5,21,21.0,0.0,100.0,Agent
Jwu44,1,1.0,0.0,100.0,Agent
Shak-tek,40,40.0,0.0,100.0,Agent
lucivskvn,44,37.0,7.0,84.09,Agent
seckin-erogll,5,1.0,4.0,20.0,Agent
ThibautCuchet,17,13.0,4.0,76.47,Agent
fs1n,7,7.0,0.0,100.0,Agent
samth,46,40.0,6.0,86.96,Agent
eskimoburger,2,2.0,0.0,100.0,Agent
rogercampoos,1,0.0,1.0,0.0,Agent
morphienz,27,27.0,0.0,100.0,Agent
dsibars,1,1.0,0.0,100.0,Agent
marcelolavor,3,3.0,0.0,100.0,Agent
sanjaydevang,1,0.0,1.0,0.0,Agent
michaelprinc,3,3.0,0.0,100.0,Agent
unit92,10,10.0,0.0,100.0,Agent
PietroMarigo,5,5.0,0.0,100.0,Agent
joelmartinez,6,5.0,1.0,83.33,Agent
JesusChaves,37,37.0,0.0,100.0,Agent
pcion123,1,0.0,1.0,0.0,Agent
TOPLIB,3,3.0,0.0,100.0,Agent
zazmage,2,2.0,0.0,100.0,Agent
baumloveggod,3,3.0,0.0,100.0,Agent
chklauser,15,14.0,1.0,93.33,Agent
o1e9-p,2,2.0,0.0,100.0,Agent
Ale-Nic,9,9.0,0.0,100.0,Agent
shauntyndall,3,3.0,0.0,100.0,Agent
sudhirdharan,12,12.0,0.0,100.0,Agent
QuentinGuirois,12,11.0,1.0,91.67,Agent
ejariza-evowill,2,2.0,0.0,100.0,Agent
jayahn7777,1,1.0,0.0,100.0,Agent
aboosoyeed,1,1.0,0.0,100.0,Agent
rohan47,49,49.0,0.0,100.0,Agent
happylulu,9,8.0,1.0,88.89,Agent
amirhhz,2,2.0,0.0,100.0,Agent
13567,3,2.0,1.0,66.67,Agent
superdevp,11,10.0,1.0,90.91,Agent
ellwoodcode,5,5.0,0.0,100.0,Agent
dkoslicki,4,3.0,1.0,75.0,Agent
cwarre33,13,12.0,1.0,92.31,Agent
kevinpfab,2,2.0,0.0,100.0,Agent
thianesh,6,6.0,0.0,100.0,Agent
nwo122383,19,19.0,0.0,100.0,Agent
horoyoii,2,2.0,0.0,100.0,Agent
immateria,18,13.0,5.0,72.22,Agent
TheMindFucker,2,2.0,0.0,100.0,Agent
rifattigli23,1,1.0,0.0,100.0,Agent
danieluxury88,4,4.0,0.0,100.0,Agent
DevShrama001,1,1.0,0.0,100.0,Agent
HumbertoSuk,14,11.0,3.0,78.57,Agent
Krashnicov,1,1.0,0.0,100.0,Agent
ToddKromann,10,10.0,0.0,100.0,Agent
RF-D,12,12.0,0.0,100.0,Agent
gokerDEV,10,10.0,0.0,100.0,Agent
Penlect,5,5.0,0.0,100.0,Agent
Dymayo,4,4.0,0.0,100.0,Agent
CoronovirusG10,1,1.0,0.0,100.0,Agent
Ghadi67,1,1.0,0.0,100.0,Agent
anassbellache,15,15.0,0.0,100.0,Agent
noecrn,4,4.0,0.0,100.0,Agent
amandeepsaroa,1,1.0,0.0,100.0,Agent
whertz2105,5,5.0,0.0,100.0,Agent
akky,26,21.0,5.0,80.77,Agent
yaennu,1,1.0,0.0,100.0,Agent
Zhou-Shilin,10,10.0,0.0,100.0,Agent
mcnugit,20,20.0,0.0,100.0,Agent
tachyon-beep,36,29.0,7.0,80.56,Agent
aryamanarora,1,1.0,0.0,100.0,Agent
danagnos,10,10.0,0.0,100.0,Agent
Bardirty,9,5.0,4.0,55.56,Agent
ChenxingM,1,1.0,0.0,100.0,Agent
DotNaos,3,3.0,0.0,100.0,Agent
ArturRSA19,3,3.0,0.0,100.0,Agent
IOxee,7,6.0,1.0,85.71,Agent
RizkyD,2,2.0,0.0,100.0,Agent
francescopeloi,1,0.0,1.0,0.0,Agent
skandinaff,1,1.0,0.0,100.0,Agent
samdavies338,8,8.0,0.0,100.0,Agent
nirajkathiriya,6,6.0,0.0,100.0,Agent
A-Peter19,2,2.0,0.0,100.0,Agent
poponeito,1,1.0,0.0,100.0,Agent
